"","CON02_T2","CON05_T2","CON06_T2","CON07_T2","CON08_T2","CON09_T2","CON10_T2","CON11_T2","CON12_T2","CON13_T2","CON14_T2","CON17_T2","CON18_T2","CON19_T2","CON20_T2","CON21_T2","CON22_T2"
"ARMC10P1",5,4,8,1,7,4,8,5,0,1,3,13,11,3,2,3,0
"ARMC12",37,25,14,9,16,11,31,23,6,19,21,34,35,6,20,37,7
"ARMC2",123,92,68,59,139,80,68,95,20,56,44,113,110,94,55,94,50
"ARMC2-AS1",0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0
"ARMC3",7,16,18,13,7,21,9,12,0,11,11,15,10,15,21,12,12
"ARMC5",311,283,280,234,382,248,299,217,59,147,350,448,433,393,250,335,165
"ARMC6",874,555,680,509,745,639,538,509,173,324,625,953,919,653,549,699,341
"ARMC7",743,531,540,420,550,536,495,401,154,360,683,776,689,701,477,748,265
"ARMC8",1327,903,882,803,1524,1097,759,839,231,649,1066,1731,1556,1377,910,1130,531
"ARMC8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMC9",16,11,11,8,25,12,8,10,0,11,9,15,8,11,16,10,4
"ARMCX1",69,42,34,39,103,69,25,14,9,32,51,56,81,32,48,58,27
"ARMCX2",170,101,89,90,223,161,89,85,20,93,129,204,160,109,100,103,63
"ARMCX3",757,602,603,560,995,669,473,459,121,395,562,1095,986,692,545,669,305
"ARMCX3-AS1",0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
"ARMCX4",76,77,77,99,216,143,177,67,12,45,115,125,87,137,73,80,39
"ARMCX5",229,140,164,104,344,203,134,107,28,125,107,264,255,205,120,195,83
"ARMCX6",369,236,246,248,362,318,242,229,54,183,273,405,482,299,237,347,146
"ARMCX7P",1,0,0,0,1,0,1,1,0,0,1,1,0,2,0,0,0
"ARMH1",794,540,594,347,1082,622,575,372,170,390,812,774,757,439,489,530,304
"ARMH2",17,11,20,8,24,25,14,19,3,5,20,21,23,14,18,10,7
"ARMH3",1061,620,700,642,1082,826,677,621,186,446,942,1425,1197,887,712,958,432
"ARMH4",0,2,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0
"ARMS2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMT1",601,278,390,357,736,463,415,558,138,387,389,687,646,632,381,565,188
"ARNILA",35,20,22,20,27,32,19,12,5,11,12,35,30,24,14,29,5
"ARNT",2050,1538,1314,1335,2249,1589,1311,1359,368,957,2261,2654,2217,2251,1449,1846,780
"ARNT2",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1
"ARNT2-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC1A",1329,860,908,828,1279,1146,903,957,344,837,1113,1411,1290,1279,901,1489,541
"ARPC1AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC1AP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC1AP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC1AP4",19,3,5,3,15,6,6,1,0,6,3,24,11,8,8,11,9
"ARPC1B",13384,8333,9908,7018,9072,11083,9004,12290,2848,7008,11436,11920,11309,11509,8985,12746,5763
"ARPC1BP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC2",16589,8604,10101,8124,14135,11933,9181,13861,3678,10870,11917,15515,15768,16204,10604,16718,6503
"ARPC3",8447,4258,4665,3331,6546,5107,4208,5827,1889,4993,5185,7324,7905,8139,5386,8383,3206
"ARPC3P1",0,0,0,0,3,5,0,0,0,1,2,2,1,1,1,1,1
"ARPC3P2",2,0,0,0,1,0,2,0,0,1,1,0,2,1,0,0,0
"ARPC3P3",16,3,6,0,4,7,4,5,0,3,2,3,6,2,3,6,0
"ARPC3P4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC3P5",2,0,0,1,1,3,2,2,0,0,0,5,1,3,4,1,0
"ARPC4",6029,3938,4591,3468,4226,5673,4290,5431,1733,3817,5798,6355,5903,5994,4300,6940,2821
"ARPC4-TTLL3",5,4,1,6,10,3,3,6,2,4,8,17,16,11,12,15,7
"ARPC5",11543,7617,7627,6931,10857,9621,7726,11929,3391,8202,11539,12612,11998,14363,8912,12844,5190
"ARPC5L",1321,759,892,689,1001,1014,655,648,210,572,759,1270,1727,1042,654,1215,412
"ARPIN",34,118,134,123,56,29,17,153,19,10,203,526,415,200,158,256,97
"ARPIN-AP3S2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"ARPP19",3381,2270,2146,2353,4144,2908,2235,2288,678,1963,2884,4361,3759,3643,2493,3689,1323
"ARPP19P1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ARPP19P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPP21",2,2,6,6,1,1,2,1,0,2,5,1,5,15,9,7,2
"ARPP21-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARRB1",2112,1828,1913,1640,2318,1762,1690,1696,654,1310,2569,3858,3104,2793,2048,2927,1454
"ARRB2",12124,10461,10210,9812,11063,10782,12645,13559,4276,10873,16517,13610,11946,16575,12878,16446,6706
"ARRDC1",2052,1460,1590,1167,1918,1504,1619,1656,480,1188,2327,2162,2050,1836,1323,1914,832
"ARRDC1-AS1",346,267,308,211,426,297,227,177,62,153,244,471,460,307,248,379,103
"ARRDC2",3315,2512,2796,2228,3516,2546,2524,2135,682,1831,2766,3777,3713,3349,2336,3004,1502
"ARRDC3",2168,2643,2398,2577,4392,2674,3488,3643,1447,3381,2248,4947,3701,6165,2426,3810,1528
"ARRDC3-AS1",19,13,13,15,24,24,18,16,2,19,14,21,22,17,15,8,11
"ARRDC4",482,380,407,384,740,295,527,448,116,368,659,746,509,391,722,535,268
"ARRDC5",170,144,198,138,256,148,177,107,29,71,182,278,258,202,130,176,79
"ARSA",1312,1408,1698,1319,885,860,1658,1574,419,967,1799,1959,1609,1864,1193,1771,755
"ARSB",516,463,369,341,558,344,303,384,91,240,754,817,642,569,383,592,231
"ARSD",365,470,515,384,456,272,445,394,139,306,677,509,489,593,349,427,189
"ARSD-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARSDP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARSF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARSFP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARSG",395,358,373,326,445,350,296,379,85,269,425,522,450,565,390,538,204
"ARSH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ARSI",0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ARSJ",0,0,0,0,4,0,1,0,0,2,0,8,1,1,4,4,1
"ARSK",111,46,60,56,161,106,58,41,15,48,62,132,160,123,69,96,35
"ARSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARSLP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ART1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ART2BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ART2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ART3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ART4",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"ART5",0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"ARTN",5,1,1,2,0,1,2,0,0,3,0,9,4,0,0,4,6
"ARV1",218,86,118,104,281,148,117,121,36,100,120,235,291,196,150,231,93
"ARVCF",87,110,111,155,123,66,98,51,22,43,124,85,96,130,93,161,65
"ARX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AS3MT",0,1,0,0,0,1,2,2,0,2,1,3,2,1,1,1,0
"ASAH1",5675,5048,5620,4810,6572,4705,5028,6670,1877,6819,6492,7082,6657,6699,4588,8665,3162
"ASAH1-AS1",5,4,2,6,7,3,1,8,0,5,1,18,5,3,4,3,0
"ASAH2",1,0,0,4,8,0,0,0,1,3,1,7,2,7,0,0,2
"ASAH2B",43,33,27,30,67,38,15,14,4,15,28,40,72,21,44,30,11
"ASAP1",1698,1825,1549,1756,2165,1630,2509,2683,767,1457,3363,2384,1721,2701,2035,2377,992
"ASAP1-IT2",26,18,20,16,21,26,20,14,9,13,17,20,20,31,15,41,4
"ASAP2",70,74,64,124,125,122,73,65,29,57,76,118,94,129,90,95,72
"ASAP3",37,30,27,49,71,44,27,75,11,12,21,77,66,25,33,30,20
"ASB1",1142,862,779,795,1585,965,825,572,178,497,899,1475,1401,1176,818,1062,409
"ASB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB12",0,0,2,0,0,0,0,0,0,0,0,1,0,2,5,1,0
"ASB13",445,296,366,192,468,353,285,291,78,203,293,572,563,378,265,413,193
"ASB14",1,0,3,0,2,0,0,0,0,0,2,3,0,1,1,1,0
"ASB15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB15-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASB16-AS1",504,384,340,343,625,374,403,307,100,319,443,771,685,496,404,472,201
"ASB17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB2",329,134,79,90,229,114,99,121,55,91,483,338,360,113,112,151,88
"ASB3",45,45,26,29,55,31,38,34,7,15,51,58,57,47,28,48,15
"ASB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB6",1182,818,819,789,1240,882,870,732,171,504,988,1416,1321,1135,779,1046,502
"ASB6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASB7",694,477,461,427,814,569,512,492,128,359,648,895,813,820,510,606,225
"ASB8",1758,1075,1243,991,1560,1392,1297,962,320,857,1606,1893,1802,1656,1232,1745,639
"ASB9",9,7,5,2,21,11,11,7,0,4,13,6,13,10,9,13,0
"ASB9P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASCC1",532,269,270,291,524,385,235,234,53,207,405,537,575,424,360,422,234
"ASCC2",5566,6148,4703,6535,2699,2554,4617,3420,2553,3002,7829,2827,2465,3705,8030,3936,3982
"ASCC3",798,503,452,573,1324,747,568,407,121,356,655,1059,858,827,487,716,326
"ASCL1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASCL2",246,127,178,168,184,128,79,163,65,141,221,187,199,230,138,258,117
"ASCL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASCL4",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ASCL5",2,1,1,1,0,0,0,1,0,2,4,3,2,0,1,1,1
"ASF1A",803,407,496,367,1111,633,505,442,91,342,393,870,973,693,450,601,236
"ASF1B",519,448,291,330,285,425,346,474,243,455,405,406,448,860,378,791,258
"ASGR1",325,241,293,92,168,279,98,332,39,158,355,349,300,254,265,260,135
"ASGR2",215,260,343,141,159,187,129,789,58,199,341,261,206,262,232,295,116
"ASH1L",1243,1122,851,1048,2121,989,1309,953,270,682,1502,2041,1594,1769,1229,1264,530
"ASH1L-AS1",27,33,25,15,77,27,22,31,11,9,27,45,53,20,28,27,7
"ASH1L-IT1",0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0
"ASH2L",1393,890,858,845,1493,1168,907,949,274,813,1407,1665,1596,1353,1029,1362,557
"ASH2LP1",8,2,0,10,6,11,3,3,0,7,16,18,4,9,4,13,7
"ASH2LP2",0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1
"ASH2LP3",1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0
"ASH2LP4",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"ASIC1",86,65,28,10,113,34,41,6,6,13,33,79,102,52,52,47,18
"ASIC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ASIC3",63,54,31,30,85,36,54,44,14,35,45,77,70,46,41,52,32
"ASIC4",0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"ASIC4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASIC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASIP",5,7,5,6,1,1,0,2,0,2,3,6,3,4,1,8,0
"ASL",425,265,328,306,310,268,240,277,72,215,427,506,437,344,226,437,183
"ASLP1",31,37,27,33,41,22,48,34,1,15,58,49,38,15,25,18,14
"ASMER1",1,1,1,0,1,0,0,0,1,0,0,0,3,4,0,0,0
"ASMT",4,3,10,11,8,3,5,3,1,5,8,9,11,18,3,5,1
"ASMTL",1145,750,969,485,693,558,902,843,262,489,1256,1224,1184,1110,665,1229,578
"ASMTL-AS1",50,98,104,104,74,78,152,68,23,80,95,159,146,72,53,132,44
"ASNS",807,559,391,424,533,653,508,371,70,285,418,878,887,679,529,483,190
"ASNSD1",884,400,569,461,1007,624,372,431,108,416,355,993,948,767,444,567,221
"ASNSP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASNSP3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASNSP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASNSP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPA",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASPDH",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPG",0,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0
"ASPH",443,416,351,389,452,324,413,470,96,455,438,561,505,426,351,568,273
"ASPHD1",0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"ASPHD2",300,159,177,158,293,261,176,235,62,164,232,331,355,217,209,235,124
"ASPM",34,10,12,25,50,13,14,35,5,9,16,33,30,10,54,33,4
"ASPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPRV1",104,251,198,276,117,261,277,333,53,137,221,210,155,261,393,222,108
"ASPSCR1",865,572,623,466,949,774,611,616,142,326,671,1179,992,719,595,813,329
"ASRGL1",341,348,424,188,249,208,200,254,105,150,693,361,330,198,214,229,124
"ASS1",2,3,0,1,0,0,6,3,0,1,1,0,2,0,4,0,0
"ASS1P1",16,20,12,31,24,7,22,30,8,5,10,13,12,21,13,22,6
"ASS1P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P2",6,8,1,4,7,3,5,5,0,0,9,4,5,6,10,0,2
"ASS1P3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASS1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASS1P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASTE1",637,362,386,337,630,427,372,298,102,262,400,698,656,467,329,481,201
"ASTILCS",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASTL",7,11,16,2,15,1,6,7,2,5,7,30,17,16,9,10,11
"ASTN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASTN2",48,12,25,24,38,41,41,20,5,19,22,60,77,49,24,48,25
"ASTN2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASXL1",2524,1618,1649,1491,2849,1877,1669,1221,405,1028,1983,3159,2694,2223,1623,1962,885
"ASXL2",1196,1079,1023,1049,1827,1115,1054,1026,241,672,1316,1916,1424,1676,922,1168,544
"ASXL3",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ASXL3-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASZ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATAD1",973,629,577,519,1399,812,583,569,141,454,612,1245,1224,1030,595,715,347
"ATAD2",355,252,208,239,591,296,227,244,43,168,333,519,448,405,251,309,132
"ATAD2B",710,481,460,513,1087,603,504,458,110,364,599,959,807,803,458,532,274
"ATAD3A",359,218,194,186,278,289,228,218,42,121,266,388,402,257,202,265,144
"ATAD3B",643,516,602,411,864,465,404,413,134,364,496,980,868,512,360,629,258
"ATAD3C",46,29,35,24,56,29,15,34,1,17,13,50,38,23,21,38,22
"ATAD5",84,41,43,64,111,81,80,38,10,29,67,116,114,75,77,46,28
"ATAT1",231,148,135,124,236,134,163,103,38,92,183,319,307,176,143,192,82
"ATCAY",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ATE1",537,386,356,387,800,501,400,308,83,262,457,809,627,668,378,452,238
"ATE1OSP",5,6,10,1,12,5,5,9,1,1,9,9,4,1,6,8,3
"ATF1",593,427,410,319,880,477,389,325,93,364,390,719,736,561,462,507,206
"ATF1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF2",1183,897,834,768,1864,1061,883,818,216,696,838,1660,1437,1493,880,1168,416
"ATF3",45,28,35,24,53,62,33,44,15,31,30,77,88,30,68,73,49
"ATF4",4820,2776,3666,2831,4858,4035,2815,3194,978,2557,3477,4746,4863,3660,3214,5083,1898
"ATF4P1",0,1,0,0,1,0,4,1,0,0,0,1,0,0,1,0,0
"ATF4P2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF4P3",11,6,1,4,11,3,15,2,3,6,9,8,12,15,11,17,3
"ATF4P4",0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0
"ATF5",443,364,419,225,453,444,185,329,113,204,484,447,397,338,374,302,227
"ATF6",1823,1786,1566,1559,1958,1775,2025,2126,518,1339,2020,2419,2046,2158,1634,1954,908
"ATF6-DT",1,0,2,0,1,0,0,0,0,0,0,2,4,1,0,0,0
"ATF6B",3912,3500,3570,2974,3924,3426,3163,2733,880,2108,3887,5374,4523,4005,3014,4712,1675
"ATF7",899,726,561,574,991,683,665,615,142,360,998,1211,1060,893,628,689,333
"ATF7-AS1",1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"ATF7-NPFF",95,55,57,43,61,49,41,27,22,32,78,94,70,46,52,86,26
"ATF7IP",2933,2336,1771,2262,4397,2395,2575,2139,633,1646,2735,4384,3623,3670,2081,3435,1198
"ATF7IP2",754,389,402,388,957,591,536,326,86,219,405,1111,978,450,361,459,256
"ATG10",87,60,67,44,102,52,74,61,11,33,64,114,92,55,46,132,25
"ATG10-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG10-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG101",887,502,555,380,642,661,497,463,164,375,658,827,927,632,469,746,327
"ATG12",1306,986,982,916,1962,1165,932,968,272,826,958,1749,1793,1510,1000,1214,513
"ATG12P1",0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0
"ATG12P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG13",2644,2184,2135,1892,2449,2243,2052,1750,670,1555,2792,3290,2957,2959,2190,2923,1282
"ATG14",634,526,523,447,1009,579,483,402,110,329,565,982,874,681,576,544,275
"ATG16L1",1231,901,871,812,1580,1030,924,756,223,553,1009,1630,1535,1239,852,1179,430
"ATG16L2",8061,9668,7811,7806,8602,5663,9088,9847,3407,6671,14094,10766,8442,12245,8792,10838,3908
"ATG2A",1072,1556,1659,1651,1597,1123,1621,1433,624,1435,2477,2025,1649,3024,1450,2515,637
"ATG2B",892,937,707,864,1550,706,901,691,185,500,865,1478,1139,1090,768,931,382
"ATG3",1883,1069,1292,958,1968,1419,994,1733,467,1164,1067,1807,1897,1853,1078,1868,788
"ATG3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG4A",405,227,196,228,466,312,192,221,62,180,222,450,482,341,237,334,135
"ATG4AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG4B",1926,1409,1336,1195,2008,1441,1325,1297,414,969,1911,2231,1985,1702,1293,1857,666
"ATG4C",451,262,314,243,586,332,254,247,77,253,276,502,549,411,268,359,132
"ATG4D",828,553,681,512,709,775,581,707,186,421,690,925,859,779,544,819,301
"ATG5",612,355,398,356,943,453,323,363,121,376,312,702,770,610,308,586,189
"ATG7",928,814,872,604,1061,721,740,1090,226,673,1308,1427,1226,1433,855,1250,424
"ATG9A",1452,1184,1188,1142,1378,1023,1146,1170,347,836,1839,1801,1636,1641,1219,1545,739
"ATG9B",302,257,241,141,430,301,345,154,32,123,173,289,247,203,199,201,99
"ATIC",1742,1043,1023,708,1588,1558,1104,862,242,590,1023,1982,1872,1195,1017,1264,544
"ATL1",48,41,40,57,69,39,44,18,13,33,41,48,58,65,69,60,32
"ATL2",688,421,391,370,889,582,444,294,124,284,572,745,661,735,355,579,186
"ATL3",1663,1243,1114,1203,2212,1534,1158,1238,288,760,1357,2299,1927,1555,1179,1589,667
"ATM",6620,5193,4454,4585,11973,5490,5079,3196,985,2880,4983,9546,8182,7763,5016,4941,2081
"ATMIN",1349,936,1087,839,1612,1116,983,863,249,738,1011,1861,1750,1433,975,1201,543
"ATN1",758,530,626,586,799,626,511,421,112,252,595,1053,872,635,612,659,311
"ATOH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATOH7",1,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0
"ATOH8",53,148,87,128,8,45,35,48,24,40,134,25,48,68,9,47,18
"ATOSA",1299,1052,870,974,1887,1090,964,935,303,878,1180,1713,1592,1777,1074,1228,479
"ATOSB",1438,1529,1517,1622,1362,1483,2054,2012,552,1741,2801,1728,1472,2269,1931,2529,1220
"ATOSBP1",0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0
"ATOX1",522,335,383,323,488,456,338,354,140,269,490,589,563,516,379,522,221
"ATOX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP10A",714,534,686,539,1047,610,812,301,108,288,553,1107,993,680,797,627,296
"ATP10A-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP10B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP10D",548,564,388,473,858,601,438,385,137,363,574,978,806,939,511,494,291
"ATP11A",1424,1727,1009,1576,1869,1341,2052,1828,398,1142,1895,2598,1944,2017,1473,1656,744
"ATP11A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP11AUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP11B",2543,1937,1776,1629,3475,1993,2053,2046,438,1484,2162,3238,2761,2878,1933,2130,911
"ATP11B-DT",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP11C",499,380,356,291,824,429,380,258,93,246,385,680,663,549,336,380,150
"ATP12A",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
"ATP13A1",2009,1662,1624,1325,2164,1552,1395,1318,388,1014,1909,2989,2511,1589,1454,1933,813
"ATP13A2",1327,1001,956,890,1335,1074,978,766,193,509,1084,1879,1716,1220,917,1263,607
"ATP13A3",1130,881,786,871,1783,944,997,778,172,479,1105,1431,1291,1216,856,978,404
"ATP13A3-DT",16,9,10,21,38,8,26,17,1,7,10,18,11,7,12,10,3
"ATP13A4",18,28,22,8,13,20,14,5,3,11,12,5,14,28,22,10,6
"ATP13A4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP13A5",0,0,1,2,0,0,2,0,0,4,0,2,1,0,0,0,0
"ATP13A5-AS1",1,3,8,2,0,0,0,1,0,1,0,1,4,1,1,1,0
"ATP1A1",8174,5336,5327,5043,9095,6791,6885,4536,1144,3314,6233,9522,8897,5933,5505,7310,2929
"ATP1A1-AS1",85,57,39,32,89,75,46,39,5,18,40,70,79,32,38,38,11
"ATP1A2",4,0,0,1,3,2,0,0,0,0,1,4,3,1,2,5,1
"ATP1A3",183,116,166,155,185,139,176,109,45,54,126,293,272,216,113,235,66
"ATP1A4",31,0,0,0,30,18,10,12,0,2,38,21,12,20,5,22,0
"ATP1B1",83,90,113,78,120,84,133,99,19,68,135,126,152,66,73,108,55
"ATP1B1P1",1,0,0,0,1,4,1,8,0,2,0,0,0,1,2,4,0
"ATP1B2",3,10,25,15,8,11,17,0,9,5,7,11,3,4,25,4,5
"ATP1B3",1635,968,982,913,1248,1381,913,1018,235,725,1137,1731,1775,1263,830,1466,658
"ATP1B3-AS1",1,3,1,2,1,0,1,0,0,0,2,1,0,1,1,0,0
"ATP1B3P1",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"ATP1B4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ATP23",127,75,84,52,139,100,71,57,20,69,49,140,143,93,42,137,13
"ATP2A1",7,13,29,13,14,16,13,23,0,8,34,33,15,21,14,36,2
"ATP2A1-AS1",7,4,3,4,6,11,6,2,1,2,5,2,12,11,5,5,1
"ATP2A2",1593,1288,1316,1370,2376,1400,1377,1165,274,869,1607,2421,1988,1687,1171,1544,691
"ATP2A3",12437,10271,9598,9092,11244,8487,9289,8358,2944,5998,16077,15285,12960,13397,9489,11954,4987
"ATP2B1",2277,2108,1717,2224,3362,2023,2373,2139,677,1569,2351,3347,2801,2922,2061,2993,1067
"ATP2B1-AS1",70,91,86,56,116,80,79,101,21,64,47,85,83,96,75,55,38
"ATP2B2",0,1,1,0,0,1,1,0,0,0,3,0,2,1,0,0,0
"ATP2B2-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP2B2-IT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP2B3",0,0,0,0,5,0,2,0,0,1,0,1,3,5,0,0,0
"ATP2B4",2843,2526,2306,3039,4082,2182,2512,2382,562,1510,2857,4579,3937,3409,2765,3705,1323
"ATP2C1",1263,783,881,821,1670,1012,805,731,226,680,1053,1687,1523,1198,898,1087,518
"ATP2C2",1,4,5,0,3,0,0,13,0,0,2,4,5,37,21,7,6
"ATP2C2-AS1",24,17,3,10,73,32,6,17,2,16,27,21,13,6,15,10,2
"ATP4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP5F1A",10905,5992,7173,5283,10603,8622,6083,5880,1581,4729,7236,9891,11085,8021,6499,9911,3737
