"","CON02_T1","CON05_T1","CON06_T1","CON07_T1","CON08_T1","CON09_T1","CON10_T1","CON11_T1","CON12_T1","CON13_T1","CON14_T1","CON17_T1","CON18_T1","CON19_T1","CON20_T1","CON21_T1","CON22_T1"
"LINC00347",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LINC00348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00373",0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1
"LINC00374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00377",0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0
"LINC00378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00379",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"LINC00380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00384",0,0,1,2,3,2,0,0,2,0,0,0,0,4,0,0,0
"LINC00385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00390",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00393",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC00395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00398",6,6,8,6,4,3,2,1,6,3,4,8,9,7,1,7,5
"LINC00399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00400",0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
"LINC00402",120,128,171,146,169,574,151,67,58,139,76,160,322,215,70,100,47
"LINC00404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00412",0,4,2,3,1,4,0,2,1,1,4,0,2,1,3,2,0
"LINC00415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00423",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LINC00424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00426",151,231,204,229,199,406,187,161,108,91,164,247,404,352,98,170,96
"LINC00427",0,5,3,0,5,11,1,3,0,0,1,1,0,0,2,1,1
"LINC00428",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC00430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00431",1,1,0,1,0,0,0,1,0,5,0,0,0,1,0,0,0
"LINC00433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00454",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00462",0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0
"LINC00463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00466",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC00467",39,48,64,63,35,52,32,35,28,52,28,51,60,79,29,38,12
"LINC00469",6,4,1,8,6,4,7,1,3,2,1,0,2,1,0,0,0
"LINC00470",0,4,0,0,2,0,0,0,1,4,0,1,1,0,2,0,0
"LINC00471",0,2,5,1,1,5,6,6,1,3,0,3,3,9,1,2,0
"LINC00472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00477",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"LINC00479",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00482",38,38,58,39,47,74,30,25,10,21,28,21,51,21,27,14,34
"LINC00484",0,0,4,0,0,2,0,0,0,0,0,1,0,6,0,2,0
"LINC00485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00486",1,0,2,1,0,0,0,0,0,2,1,0,3,1,0,0,0
"LINC00487",10,4,4,1,22,4,3,1,13,4,5,18,27,1,29,2,0
"LINC00488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00491",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00494",29,81,49,58,22,180,55,22,22,174,44,132,260,262,56,77,60
"LINC00498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00501",0,0,0,0,1,2,0,0,3,2,2,0,0,1,1,0,1
"LINC00502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00504",2,0,2,9,1,3,3,0,0,1,3,3,4,4,0,1,1
"LINC00506",0,2,2,0,1,1,0,0,0,0,0,0,3,3,0,0,0
"LINC00507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00508",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC00511",6,0,7,3,2,4,1,5,2,0,1,5,5,6,5,3,1
"LINC00513",0,2,1,1,0,1,2,3,0,10,0,0,2,2,0,1,2
"LINC00517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00520",1,5,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0
"LINC00523",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC00524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00525",1,2,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0
"LINC00526",29,29,46,32,27,87,47,14,20,39,17,43,57,62,31,16,13
"LINC00528",214,308,365,238,211,491,254,225,249,259,185,256,374,452,194,228,125
"LINC00529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00534",2,10,2,15,4,4,1,2,6,3,11,5,4,6,9,19,6
"LINC00536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00539",40,29,23,36,26,50,28,13,15,18,37,27,59,57,13,22,20
"LINC00540",14,22,9,16,26,33,12,0,14,16,17,35,32,64,4,4,24
"LINC00543",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00544",7,10,12,7,6,4,7,5,2,2,2,7,16,9,6,6,7
"LINC00547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00552",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00555",0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0
"LINC00556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00562",2,4,11,13,6,18,9,8,7,2,4,15,12,11,4,12,2
"LINC00563",16,4,12,10,5,12,12,2,2,4,0,9,5,8,4,3,11
"LINC00564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00567",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00570",22,42,27,38,51,12,67,11,70,29,42,10,9,26,147,33,85
"LINC00571",0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0
"LINC00572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00574",0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"LINC00575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00578",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LINC00581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00582",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00589",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00595",3,0,1,0,2,1,1,1,0,2,0,2,0,2,0,0,0
"LINC00596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00598",7,14,11,5,22,24,8,8,7,8,9,14,20,20,10,10,4
"LINC00601",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00604",0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"LINC00605",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00607",1,2,1,0,0,2,2,1,0,0,0,1,0,0,2,0,0
"LINC00608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00612",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC00613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00621",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LINC00622",1,9,15,10,2,10,3,13,10,4,7,3,8,4,2,3,3
"LINC00623",242,246,266,188,256,727,125,157,287,179,325,404,742,1053,232,488,97
"LINC00624",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"LINC00626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00628",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"LINC00629",0,2,0,1,2,0,0,1,0,1,8,2,6,1,1,4,1
"LINC00630",5,7,11,7,4,17,8,5,12,6,6,11,27,15,13,3,1
"LINC00632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00636",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC00639",11,0,4,1,5,4,1,3,0,1,10,21,31,8,3,54,1
"LINC00640",0,0,1,0,0,1,3,3,1,1,1,1,10,4,0,1,0
"LINC00641",128,331,267,187,215,608,216,159,133,168,203,284,491,531,112,95,99
"LINC00642",3,0,4,0,1,6,0,2,3,1,2,1,0,0,1,0,4
"LINC00644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00648",0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0
"LINC00649",528,751,699,617,804,1632,524,385,397,512,456,1285,2079,1222,414,394,313
"LINC00652",0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"LINC00654",15,42,41,22,18,65,21,39,62,29,30,40,79,73,26,33,31
"LINC00656",1,5,7,12,2,5,2,4,1,3,2,1,5,4,3,5,1
"LINC00658",1,0,1,0,0,1,3,1,0,2,0,1,0,1,0,0,0
"LINC00659",2,3,6,3,5,7,9,1,0,2,0,6,11,8,4,1,5
"LINC00661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00662",57,59,113,74,62,222,43,40,36,100,29,108,137,230,59,73,43
"LINC00663",35,98,83,65,59,144,58,38,29,76,41,66,140,131,23,43,22
"LINC00664",9,4,30,16,1,3,4,7,2,0,8,0,0,1,2,3,1
"LINC00665",65,124,122,102,87,304,59,44,80,58,66,124,228,179,36,63,96
"LINC00667",562,766,848,571,596,1633,450,296,444,488,423,945,1612,1121,339,493,289
"LINC00668",0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0
"LINC00670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00671",10,25,55,55,26,75,17,42,24,38,34,15,20,63,27,63,14
"LINC00674",23,30,57,49,27,77,24,18,23,34,56,68,91,93,25,34,13
"LINC00676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00677",0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,3,0
"LINC00678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00680",158,101,95,131,127,347,212,65,59,119,87,160,261,188,82,60,93
"LINC00681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00685",116,53,84,53,57,93,52,36,24,49,42,61,105,69,42,39,22
"LINC00686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00689",0,0,3,2,0,0,0,26,0,5,0,0,3,0,0,2,0
"LINC00690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00692",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC00698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00700",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00824",2,7,8,8,6,9,4,3,1,5,1,2,11,15,3,8,1
"LINC00836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00837",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00840",0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0
"LINC00841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00847",517,634,1057,754,551,1197,440,368,369,599,445,686,1045,1049,452,554,296
"LINC00850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00852",45,48,98,60,51,98,55,63,28,58,38,66,103,82,27,46,27
"LINC00853",16,23,49,44,106,21,7,20,28,33,23,16,27,36,32,6,47
"LINC00856",3,0,1,0,2,1,1,1,0,2,0,2,0,2,0,0,0
"LINC00857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00858",0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0
"LINC00861",2892,3912,4452,3396,3868,8283,4212,1559,2041,2870,2448,4628,7567,7138,2359,1955,1891
"LINC00862",2,12,4,6,2,5,18,18,3,5,13,2,4,10,7,4,6
"LINC00863",17,55,83,92,66,69,44,16,18,31,62,45,73,71,45,19,25
"LINC00865",49,51,67,60,59,141,91,30,81,66,94,67,124,124,21,36,34
"LINC00867",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC00868",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00869",295,299,613,337,371,661,309,205,225,275,250,334,620,557,173,303,199
"LINC00870",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"LINC00871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00877",199,256,203,252,199,367,223,265,336,279,229,249,400,416,352,437,175
"LINC00879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00880",5,12,8,8,9,11,14,2,1,5,4,11,16,12,5,11,3
"LINC00881",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC00882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00885",0,4,17,7,4,5,9,0,7,2,3,5,0,3,19,2,4
"LINC00887",4,3,0,7,0,1,1,1,0,7,0,0,0,1,3,0,1
"LINC00891",11,7,4,5,3,18,17,1,1,9,3,7,11,17,5,10,10
"LINC00892",13,31,28,19,50,50,40,21,8,19,6,27,68,27,20,31,13
"LINC00895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00896",9,10,8,10,12,18,7,7,7,3,2,8,15,10,6,10,3
"LINC00898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00899",21,58,66,44,45,117,41,62,31,41,34,61,92,85,27,69,44
"LINC00900",3,2,16,8,9,28,1,6,5,5,6,12,14,8,5,9,3
"LINC00901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00907",1,2,6,3,5,4,5,1,1,5,3,3,6,3,0,0,2
"LINC00908",0,0,2,0,1,7,0,4,0,0,1,2,3,8,0,1,0
"LINC00910",35,121,108,115,66,102,75,73,64,108,71,92,191,195,37,68,43
"LINC00911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00920",54,65,59,24,70,136,38,20,25,60,21,42,89,125,28,38,32
"LINC00921",120,308,324,242,189,433,194,136,190,174,160,205,382,499,133,195,139
"LINC00922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00923",0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
"LINC00924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00926",949,2534,1306,1747,2083,3844,1213,972,1439,2358,1710,2750,3590,4744,1009,1141,1098
"LINC00927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00929",2,1,0,1,0,2,0,1,3,0,2,1,2,2,1,0,0
"LINC00930",0,2,1,2,0,1,1,0,0,0,0,0,0,0,2,1,1
"LINC00933",0,1,3,9,0,2,1,0,0,1,1,1,1,4,0,0,2
"LINC00934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00937",29,137,19,10,67,364,133,211,26,25,150,97,141,246,77,33,91
"LINC00938",368,436,578,458,453,1182,392,179,260,310,292,533,945,989,258,300,228
"LINC00939",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00940",0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0
"LINC00942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00943",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LINC00944",20,36,37,33,6,37,16,15,18,13,12,28,66,78,20,68,11
"LINC00945",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LINC00951",2,0,1,1,5,5,0,0,2,0,3,3,8,12,2,0,0
"LINC00954",117,142,215,246,306,563,296,108,166,242,166,389,548,444,78,116,75
"LINC00955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00957",87,325,300,275,256,339,162,212,202,263,156,219,403,479,136,228,108
"LINC00958",0,31,60,39,31,29,13,0,0,0,20,0,0,0,0,0,1
"LINC00960",0,0,0,0,5,0,0,0,1,5,0,0,0,0,1,0,2
"LINC00963",772,1248,1007,1228,517,1496,879,1779,591,463,892,892,1530,2042,1085,1153,483
"LINC00964",2,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0
"LINC00967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00968",3,15,18,16,10,20,13,6,10,13,8,8,17,23,16,18,1
"LINC00970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00987",60,74,76,69,34,67,22,11,16,35,18,41,78,73,29,30,14
"LINC00989",76,175,190,222,813,227,158,175,172,213,111,245,379,346,241,406,80
"LINC00992",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00994",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
"LINC00996",34,65,36,62,50,64,35,13,28,34,34,97,158,98,15,26,22
"LINC00997",7,2,3,2,28,51,4,8,4,14,36,5,7,7,6,4,9
"LINC01001",40,86,101,33,44,168,100,107,72,121,247,74,122,317,54,65,35
"LINC01002",104,394,308,235,152,446,601,696,283,255,442,125,221,855,363,175,208
"LINC01003",80,85,271,101,171,271,84,112,96,98,59,114,162,183,65,122,90
"LINC01005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01010",0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0
"LINC01011",85,171,211,128,275,159,91,59,55,142,58,191,309,76,113,101,65
"LINC01012",4,28,21,22,17,31,3,10,10,7,7,17,38,44,8,21,3
"LINC01013",12,19,0,14,29,89,6,8,32,25,23,25,19,47,12,11,19
"LINC01014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01016",2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"LINC01018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01023",1,5,6,7,3,9,1,0,5,5,1,4,2,4,2,7,2
"LINC01028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01030",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"LINC01031",0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
"LINC01034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
