Gene	GSM3288224_Sample_01-TI_Fe73	GSM3288229_Sample_03-TITD_Fe46	GSM3288232_Sample_04-TITD_Fe50	GSM3288235_Sample_05-TITD_Fe80	GSM3288238_Sample_06-TITD_Fe28	GSM3288241_Sample_07-TI_Fe77	GSM3288246_Sample_09-TITD_tripletC	GSM3288249_Sample_10-TI_tripletH	GSM3288252_Sample_11-TITD_tripletQ	GSM3288255_Sample_12-TITD_tripletW	GSM3288256_Sample_12-TITD_exTM_tripletW	GSM3288258_Sample_13-TITD_tripletS	GSM3288261_Sample_14-TI_tripletA	GSM3288264_Sample_15-TITD_tripletG	GSM3288268_Sample_16-TITD_tripletJ	GSM3288276_Sample_18-TI_tripletT
LINC00921	68	27	20	39	36	60	22	24	44	45	42	213	26	56	34	30
LINC00922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00923	26	4	8	6	12	7	3	6	22	20	14	35	6	27	20	33
LINC00924	30	6	2	6	3	8	1	17	15	9	6	13	4	9	5	6
LINC00925	4	1	3	0	2	1	1	0	3	0	1	8	2	3	11	1
LINC00926	659	33	11	42	23	242	16	18	42	39	58	1570	43	92	32	36
LINC00927	0	2	0	3	0	0	2	11	2	2	1	10	0	1	5	1
LINC00928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00930	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00933	1	10	11	13	16	3	1	1	5	3	5	5	5	16	2	3
LINC00934	0	0	2	2	5	4	5	25	22	0	5	10	7	1	8	2
LINC00935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00936	0	13	17	17	16	8	3	3	8	18	31	42	19	32	19	17
LINC00937	3	5	1	9	6	57	1	2	10	1	6	17	3	10	1	4
LINC00938	358	208	223	324	243	254	57	55	265	152	300	437	256	516	307	250
LINC00939	0	2	0	4	3	6	7	7	4	3	4	8	1	3	7	5
LINC00940	0	1	0	1	1	0	0	0	4	5	3	1	1	3	5	1
LINC00941	37	20	12	14	10	8	13	9	22	11	8	25	10	14	18	15
LINC00942	34	3	4	10	5	5	6	19	21	8	6	15	6	11	4	9
LINC00943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00944	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00950	7	0	2	3	1	5	4	9	6	5	4	5	5	10	8	3
LINC00951	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00954	0	0	0	0	2	0	0	0	1	0	1	1	1	0	0	0
LINC00955	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00957	36	10	7	4	8	20	0	0	2	33	13	12	1	10	7	5
LINC00958	22	2	3	5	3	4	1	6	8	0	5	23	4	13	3	2
LINC00959	21	28	19	33	22	18	6	11	9	7	13	30	5	15	8	8
LINC00960	0	2	24	7	30	2	12	6	25	27	31	124	30	24	19	26
LINC00961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00963	166	253	174	93	233	279	54	70	70	51	153	389	59	262	64	103
LINC00964	11	7	4	6	7	5	12	6	2	7	2	16	2	4	5	3
LINC00965	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00967	0	3	0	7	0	2	0	2	1	2	3	3	0	9	2	4
LINC00968	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0
LINC00969	11	3	1	0	2	6	0	1	2	1	2	6	3	2	2	2
LINC00970	50	11	7	17	5	10	18	20	30	17	16	38	13	14	19	28
LINC00971	4	1	2	4	0	1	2	2	5	2	1	6	0	5	7	6
LINC00974	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC00977	0	0	0	0	1	5	0	0	0	0	0	2	1	0	0	0
LINC00982	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
LINC00987	0	2	2	4	1	1	0	1	2	0	0	1	1	2	12	5
LINC00989	0	2	1	2	6	6	5	1	16	30	0	0	0	1	2	10
LINC00992	7	0	1	4	5	1	1	10	12	2	0	12	3	4	3	10
LINC00993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00996	9	7	5	16	7	37	7	24	9	6	6	47	9	14	1	9
LINC00997	210	201	128	239	185	136	33	27	78	46	141	173	85	253	162	119
LINC00998	2	285	208	383	382	241	22	6	78	32	99	156	78	201	120	111
LINC00999	24	42	31	114	91	82	3	4	59	13	49	35	36	71	20	32
LINC01000	479	303	321	760	486	609	131	124	413	518	731	649	295	680	376	491
LINC01001	0	3	0	9	4	7	0	0	4	16	19	2	2	34	2	13
LINC01002	1	10	5	6	12	19	0	0	4	4	15	10	5	6	4	5
LINC01003	31	155	82	141	117	83	12	17	46	53	95	62	85	98	86	90
LINC01004	119	70	34	165	56	103	38	45	79	90	79	95	50	161	118	96
LINC01005	0	0	0	1	0	0	2	1	0	0	0	1	0	0	1	1
LINC01006	26	3	3	4	2	0	1	2	0	0	0	3	0	0	0	0
LINC01007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01010	2	10	1	1	4	5	8	7	19	3	1	44	6	2	6	8
LINC01011	13	22	23	52	32	72	85	110	114	41	41	189	70	103	116	71
LINC01012	119	24	20	34	19	21	19	63	43	14	9	91	20	35	32	25
LINC01013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01016	0	0	4	1	1	1	1	2	1	2	0	2	3	0	1	0
LINC01017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01018	1	2	1	4	2	4	0	0	2	1	6	6	1	2	2	2
LINC01019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01021	2	4	5	19	10	20	4	7	28	16	16	16	3	15	19	30
LINC01023	450	147	89	112	110	100	88	113	130	29	35	225	90	119	53	60
LINC01024	0	15	4	17	6	4	0	0	4	1	3	13	4	8	2	1
LINC01028	0	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0
LINC01029	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
LINC01030	0	1	2	1	1	1	0	0	0	0	3	0	1	4	1	1
LINC01031	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	0
LINC01032	16	0	0	1	1	3	0	1	1	1	0	3	1	4	2	2
LINC01033	166	22	9	20	12	47	5	4	13	5	1	4	8	7	8	5
LINC01036	0	0	0	2	1	2	3	0	0	0	3	1	2	1	2	1
LINC01038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01039	35	5	5	4	5	7	2	21	12	3	12	28	7	10	7	7
LINC01040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01044	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
LINC01046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
LINC01048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01050	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC01053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01054	0	0	1	0	1	0	0	2	3	0	0	5	0	0	1	1
LINC01055	0	1	0	1	1	0	0	0	0	3	0	0	1	2	0	0
LINC01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	364	14	18	34	22	36	27	26	61	28	22	79	32	38	34	29
LINC01058	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LINC01060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01061	22	51	51	179	74	53	14	2	20	22	110	26	25	55	35	29
LINC01063	0	1	0	2	0	1	0	0	5	1	0	7	4	1	2	3
LINC01065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01068	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
LINC01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
LINC01085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01087	1	3	3	1	4	2	3	1	1	2	3	8	1	2	1	1
LINC01088	0	2	0	3	3	2	0	0	0	0	1	14	1	1	0	0
LINC01089	2514	314	253	753	319	1137	498	646	1891	690	860	1347	1014	1400	993	941
LINC01090	13	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0
LINC01091	0	1	0	0	1	3	0	0	0	0	1	3	0	0	0	0
LINC01093	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
LINC01094	0	9	17	6	22	52	13	4	4	47	38	41	8	16	38	27
LINC01095	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01096	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01098	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0
LINC01099	13	7	2	2	0	5	6	12	8	1	2	30	6	5	6	3
LINC01100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LINC01104	4	1	0	0	1	3	2	1	0	0	0	0	2	0	0	1
LINC01105	43	3	11	16	4	13	6	14	20	14	16	26	16	13	16	11
LINC01106	0	1	0	0	0	8	1	0	0	0	0	8	0	1	0	2
LINC01107	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
LINC01108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01114	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0
LINC01115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01116	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LINC01117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC01118	0	0	0	1	1	2	1	0	1	0	1	2	1	0	0	0
LINC01119	46	5	2	0	4	5	0	0	0	1	0	8	1	0	0	1
LINC01120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	3	4	0	2	4	4	9	8	9	2	2	10	2	4	3	3
LINC01123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01125	32	9	6	23	10	12	3	2	14	4	10	43	5	15	12	9
LINC01126	0	3	2	5	2	3	4	0	0	0	3	7	1	1	0	2
LINC01127	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0
LINC01128	207	130	92	331	153	173	181	132	564	286	783	303	313	513	489	571
LINC01132	0	4	4	2	6	20	0	1	1	0	0	1	0	2	1	0
LINC01133	848	255	127	343	190	607	724	1557	2193	64	424	1877	558	3655	709	443
LINC01134	7	12	24	61	29	12	15	8	20	46	106	18	23	27	18	49
LINC01135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01136	0	7	5	7	3	5	6	17	24	29	38	26	2	15	24	24
LINC01137	159	16	39	25	25	52	11	20	8	3	9	179	10	23	11	9
LINC01138	349	77	39	40	79	148	12	25	42	15	29	322	33	87	32	28
LINC01139	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01140	0	5	8	1	1	7	0	2	0	1	1	108	3	0	0	0
LINC01141	0	0	1	2	0	1	0	4	4	1	1	3	6	3	1	4
LINC01142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01144	22	9	3	23	9	16	1	7	7	0	5	9	3	26	8	8
LINC01146	0	1	1	0	1	0	0	0	0	1	0	1	0	2	1	0
LINC01150	22	0	5	1	2	25	1	2	0	2	1	58	0	2	0	0
LINC01151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01152	38	1	5	7	2	1	3	15	8	3	1	9	2	2	4	4
LINC01158	4	1	0	1	2	0	1	3	1	0	0	4	1	1	0	0
LINC01159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01160	405	71	55	94	87	65	19	13	34	36	38	91	36	50	26	42
LINC01162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01163	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0
LINC01164	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01169	0	1	0	0	0	1	1	3	1	2	0	0	0	0	1	1
LINC01170	4	3	2	1	1	1	1	2	4	0	1	5	3	3	2	2
LINC01176	438	17	10	40	18	52	30	12	35	11	27	181	20	43	38	41
LINC01177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01179	2	4	4	8	6	4	7	13	19	4	13	31	4	5	9	15
LINC01180	35	2	3	2	2	2	3	12	14	4	5	8	4	3	3	5
LINC01182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01184	0	34	26	107	49	41	13	3	44	4	9	30	29	51	27	26
LINC01185	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01187	0	1	1	0	0	1	1	0	0	0	0	2	0	0	0	0
LINC01189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01191	0	0	0	1	0	3	3	1	6	3	3	10	1	5	2	5
LINC01192	18	4	0	4	2	1	1	0	4	0	2	20	3	2	1	1
LINC01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01194	0	1	0	1	0	0	0	0	1	0	3	1	0	1	0	0
LINC01195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01198	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
LINC01201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01204	35	6	3	8	3	8	11	27	20	13	7	31	8	10	11	8
LINC01205	26	11	3	11	11	9	12	19	24	9	14	33	4	14	12	10
LINC01206	1	1	0	1	0	1	4	3	4	3	3	3	1	1	2	2
LINC01207	43	10	2	8	13	9	15	16	19	16	11	26	7	14	16	20
LINC01208	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LINC01209	10	2	4	5	2	10	3	9	7	1	7	19	2	2	3	3
LINC01210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01212	17	8	7	11	5	4	19	18	26	14	9	37	7	10	12	12
LINC01213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01214	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LINC01215	25	185	134	290	283	53	6	0	8	21	54	3	8	10	41	27
LINC01216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01219	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
LINC01220	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0
LINC01221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01224	4	2	1	2	5	4	2	4	3	1	0	11	2	6	6	2
LINC01225	0	1	2	0	0	10	0	0	0	0	0	3	0	1	0	0
LINC01226	32	7	14	20	12	19	11	12	10	13	9	25	6	18	11	7
LINC01227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01229	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LINC01230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01232	29	4	6	4	8	9	2	3	1	1	4	1	2	5	6	0
LINC01233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01234	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01237	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LINC01239	3	0	4	6	0	11	0	4	5	2	1	0	0	2	5	1
LINC01241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01246	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01247	9	3	2	9	4	4	4	10	6	3	9	14	7	9	12	5
LINC01248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01249	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
LINC01250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01251	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0
LINC01252	44	7	4	9	10	14	1	2	9	4	14	44	9	13	9	5
LINC01254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01260	15	0	0	0	0	0	0	0	0	0	0	18	1	0	1	0
LINC01262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01266	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
LINC01267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01268	85	6	2	4	1	34	2	2	1	6	4	232	3	17	1	2
LINC01269	0	1	0	0	1	1	1	0	1	1	2	2	0	4	0	1
LINC01270	0	1	0	1	0	2	1	0	0	2	0	1	0	3	0	0
LINC01271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01272	95	6	9	7	21	367	56	73	22	14	40	527	33	101	49	15
LINC01273	0	0	0	0	0	2	0	3	1	1	2	4	1	0	1	3
LINC01276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01277	0	2	1	0	2	0	0	0	1	0	0	5	0	0	1	0
LINC01278	117	157	106	201	157	198	31	12	54	37	58	120	46	106	64	56
LINC01279	0	2	1	7	1	0	3	4	11	2	9	15	2	3	8	3
LINC01280	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01289	26	5	4	1	1	6	5	14	2	4	1	19	2	2	6	3
LINC01291	0	0	0	1	1	2	0	8	6	1	0	0	0	3	0	2
LINC01296	0	2	0	0	1	1	0	1	0	0	1	12	0	0	0	0
LINC01298	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC01299	21	8	5	9	9	8	8	10	18	17	11	23	2	26	25	9
LINC01300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01301	0	1	1	1	1	0	1	1	3	0	1	5	1	0	0	0
LINC01304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01311	182	36	15	71	38	89	17	18	51	10	12	47	31	78	46	20
LINC01312	0	0	0	1	0	0	2	1	0	1	1	1	1	0	0	0
LINC01314	10	11	6	7	6	7	1	0	9	10	19	22	3	10	6	9
LINC01315	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0
LINC01317	15	2	2	4	3	5	6	12	11	3	2	16	2	5	1	3
LINC01320	0	0	0	0	0	4	1	2	0	0	0	6	0	0	0	3
LINC01322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01330	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0
LINC01331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01336	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01337	136	6	1	16	4	6	17	7	63	10	16	10	21	10	35	17
LINC01338	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LINC01339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01341	38	1	1	1	2	10	0	0	0	0	1	52	3	2	0	0
LINC01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01344	0	0	0	0	1	0	0	0	3	2	0	1	2	1	0	1
LINC01346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC01347	0	0	0	1	0	0	0	0	1	1	0	3	0	0	1	0
LINC01348	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
LINC01349	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01352	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01353	19	2	1	0	1	4	1	0	2	2	2	21	2	3	0	2
LINC01354	2	0	0	1	1	5	0	0	1	5	3	5	0	1	2	1
LINC01355	72	103	29	165	47	84	9	13	70	12	24	156	16	201	33	38
LINC01356	68	12	6	18	8	9	12	4	22	20	9	26	11	28	17	15
LINC01358	0	0	0	0	1	0	1	0	0	0	1	2	0	1	1	0
LINC01359	0	1	1	2	1	0	0	0	0	3	0	1	0	2	0	2
LINC01360	0	1	3	4	1	3	3	2	7	0	2	13	4	2	3	2
LINC01361	14	1	3	0	0	2	0	0	0	0	2	0	2	0	1	2
LINC01363	2	1	0	0	0	3	0	2	3	1	0	2	0	1	0	1
LINC01364	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
LINC01365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01366	39	137	181	152	202	83	13	9	22	33	37	29	37	49	35	39
LINC01370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01372	122	5	2	12	8	17	5	10	11	3	3	51	8	19	13	7
LINC01375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01389	0	2	2	1	1	1	0	0	0	2	1	4	0	1	2	1
LINC01391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01392	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0
LINC01393	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01397	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC01398	0	1	1	0	1	0	1	0	3	0	0	5	2	0	0	0
LINC01399	1	2	0	1	0	1	0	0	1	0	0	4	0	0	0	1
LINC01402	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01405	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
LINC01410	161	21	20	65	9	82	5	5	13	9	24	149	14	22	12	9
LINC01411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01412	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
LINC01413	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01419	15	2	3	3	1	8	1	1	3	4	3	4	1	3	4	2
LINC01420	430	333	251	264	360	520	103	71	58	60	77	1489	126	306	145	93
LINC01422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01423	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01424	95	5	6	31	16	9	9	13	18	1	17	20	6	31	14	7
LINC01425	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
LINC01426	1	5	7	14	7	8	21	23	17	15	12	27	7	9	6	23
LINC01427	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LINC01428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01429	1	2	3	3	1	3	4	7	11	1	5	14	1	3	2	4
LINC01430	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01431	2	2	7	20	6	4	2	1	16	6	17	8	21	19	17	9
LINC01432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01433	0	6	3	6	7	5	5	1	19	21	31	5	9	15	15	22
LINC01435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01436	0	0	0	0	0	0	0	0	0	0	0	96	0	1	0	0
LINC01440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01441	16	1	0	5	2	7	5	12	3	5	6	19	3	3	0	5
LINC01443	69	6	7	13	4	9	5	18	24	13	12	55	7	18	15	13
LINC01444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
