"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"PLXND1",9.79081329487937,10.1566989382715,10.2609640946837,10.3596956966586,9.45557817198719,9.44992753498363,9.44435040778318,10.1370855232,9.47029564945074,9.78365938748947,9.82170742210085,10.0199623710318,9.89666165369038,10.1842193833858,9.82514180398298,9.94409451648757,10.1729519736195
"AK2",11.0894777651098,10.8821638732528,11.0906076214181,10.7942400295413,10.8082517945187,11.0288787660165,10.8699236860805,10.9232028611599,10.9292374284484,10.9201754244551,11.0159290882007,11.1740806774022,11.1557347376994,10.8615734898618,10.9812005871435,11.0212282303716,11.0863740661727
"CD38",9.38578215375001,8.86208066681946,8.70981214559099,9.22147571633536,9.03658843838899,9.13314339274789,9.24666437964632,8.97948141728073,9.50646084226663,9.27104689623765,9.44894097638885,9.47827946838263,9.27626487553125,9.1226631613488,9.77847202147656,8.50599355359196,8.82885670093868
"FKBP4",10.1225058256432,9.76404936091475,9.60772724205735,9.99609177134043,9.84502201278796,9.90677723690449,9.70294843962917,9.60421045798164,9.93163412001214,9.58359693465764,9.85733852268783,10.0563376122682,10.1472016961098,9.48685750866208,10.022274232188,9.66376248770352,10.0351331752226
"KDM1A",10.2007273111085,10.073671082717,9.8947693587424,9.96480036705015,10.0170439791877,9.77324438590225,9.9979141379151,9.937284917672,9.89643189358074,9.94732941240103,10.0831978053544,9.96423668243569,9.98320368385082,9.7431215807283,9.82972676090735,9.52220621792081,9.92299312584198
"RBM6",10.9230268540152,11.2016116921154,10.8097391835961,11.0997802365896,11.5296487116214,11.0146298115894,11.0351438066735,11.093751922887,11.2095053631955,11.2074637060642,11.3159382132191,11.2326674201386,11.1481370429094,11.2649988871071,11.1205261788947,11.1049824630372,11.044802058099
"CAMKK1",8.42423540278969,9.32267122943083,9.27169197750151,8.59406375183364,8.39682892508462,8.91611197428739,8.87116339035413,9.55659617979204,8.85828715249569,8.60514965768216,9.09381597795924,8.82653149172723,8.7884184573269,8.77465745955947,9.0025014491928,8.90083947583074,8.68395115524378
"RECQL",9.76276985207914,9.77705106686207,9.44640891717234,9.83652241504905,9.97828301279091,10.0304771783105,9.82901773124719,9.30862895368383,9.77170601154973,9.73269872816692,9.49253655009564,10.0586531909609,10.1137810906364,10.052770252144,9.76656465376075,9.98003766233264,9.96215545587006
"VPS50",8.54223826220069,8.59114029807113,8.57831592377379,8.52010497744101,9.10154987052785,8.85843082660054,8.86381116363081,7.92336806204252,8.67960999632054,8.63964904964072,8.41507870757178,8.87468163608086,8.82704227895689,8.81542688633429,8.42537646460878,8.36059425659933,8.74704676445149
"HSPB6",3.96838625440929,3.96838625440929,3.96838625440929,4.3089349814549,3.96838625440929,4.3463818234328,4.84390829137084,4.5920943098401,4.39586792411711,4.36262442046824,3.96838625440929,3.96838625440929,4.41290345874107,3.96838625440929,3.96838625440929,4.37347058526302,4.62884746062829
"ARHGAP33",6.72379172187418,6.90926830680392,6.93323036166258,7.30090288232373,7.28595993466702,6.88747369057016,7.15504697787263,6.81154911866883,6.86318922556707,7.05492649212299,7.45256648087353,7.25572700528709,6.84615137911798,7.08013513950713,6.76059011367828,6.96574592785184,6.52469373397969
"NDUFAB1",8.92536163257095,8.46450273126082,8.75524960580914,8.58419970511461,8.81850997268481,8.97777509532107,8.80360091654843,8.63000548786098,8.50338600213875,8.78155299399985,8.37415872671541,8.61914076340632,8.53393042648923,8.47405437996471,8.76921019309097,8.82769905441906,8.93609995383787
"PDK4",9.00281100024469,8.51027909858946,8.99713213770206,8.44939925787586,8.19477806851318,7.19327160138497,7.22629863495745,8.5290014263596,8.36455208932606,8.90717723284509,9.3284712677425,8.125339412847,8.43522360771151,8.22781693143274,8.87067518400895,9.32943128384522,8.66625189270242
"SLC22A16",5.90941424901712,6.25130153002612,5.86598956268187,5.82741084261325,5.96669668364265,4.80428810506269,5.48754674718518,7.06039250053818,5.98729105478799,5.78363191725529,5.89052252998193,5.6274644040123,5.73224055024583,5.91515453260667,5.91764061420942,5.27155844389079,6.35262269700242
"ZMYND10",6.63609967404212,6.21626521078027,5.82571919062103,6.2875470781044,5.9114432886412,5.85481716099613,5.88922556671425,5.86553068215026,6.1148492282783,5.71470349636091,6.19383481537927,5.83105380673819,6.0219612590002,6.02587214568926,6.5259500348222,6.69308601676172,6.11914197257907
"ABCB5",3.96838625440929,4.30856270571816,4.28214253411554,4.44888980823965,4.34945651660655,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929
"ARX",4.36946314646216,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,4.23605059457394,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929
"SLC25A13",7.70820108751728,7.86479990978223,7.62971813219714,7.81213771781517,7.3363418370334,7.53188703028479,7.76826299125695,7.88745494201816,7.6860561508891,7.48634715765572,7.62021461104727,7.59503563388797,7.59472065370439,7.56211804720167,7.37064733864402,7.45324864089045,7.68209667668698
"ST7",7.41883218247601,7.07041737168819,7.15548317569603,7.51817041006209,7.63034400008692,6.81879037633672,6.87265944670681,7.39249990541585,7.28275566784513,6.97504806410735,6.96104678657831,7.17170482030212,7.03107065397587,6.8381836066794,7.48053676607406,7.11745293035887,7.49320114864341
