"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"SNX11",8.69716974434271,8.49064936098122,7.74285839338997,8.38823350248965,7.69253699151713,8.39834270624539,7.86754491064873,7.93190947249561,8.09828392114023,7.68626697158256,8.40604656351191,8.44802810571627,7.70997524766754,8.28252046282721,8.15836153106029,8.19668552890124,8.40733368222428,8.42468054610968,8.62983397588332,7.26176139073107,8.4488208947848,8.15384951040011,7.82722192424208
"TMEM176A",7.85553762816658,5.3098083716486,4.63183620495873,4.79451969416454,4.1021259826831,5.42516923766998,4.34666533344127,3.9377588547913,5.51592557056206,4.18573375892464,6.66620008066267,4.45663060476967,6.57519557852301,8.04782638068454,4.84275835528374,4.64172925379351,5.05045920622201,7.25632564217524,7.64801491740998,4.13257273178394,7.8623424218942,8.70096301844515,3.81272230590595
"M6PR",7.60649189249245,9.65398260753344,9.65490260592886,9.48708937325717,9.42801721700163,9.4454619169392,9.24579854423335,9.78110433405474,9.81745543166592,9.51266682510475,9.99109170065386,9.61760865025419,9.53025361095225,9.51751605534038,9.52330012700415,9.60975994527961,9.59692829007017,9.72231797275874,9.54234243483443,9.84782552387102,9.34941102493529,9.65745925041781,9.6904912534127
"KLHL13",3.07231208120853,4.16860142680502,4.16406571477668,3.71273624242449,3.59535135509184,4.21498886305804,4.68605096013051,4.124737228567,3.51608108750516,3.94305222578978,3.07231208120853,3.96738362583267,4.42300900963826,4.06614521961807,4.2107353552582,4.20803749359558,3.07231208120853,3.07231208120853,4.019447446175,3.88131150885693,3.64941200311395,3.07231208120853,3.81272230590595
"CYP26B1",3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.48076685497323,3.07231208120853,4.22942370435582,4.32877358546622
"ICA1",4.86058910028366,5.277063754171,4.63183620495873,4.32406741476896,4.65483861314875,4.88322735256116,5.06052527005205,5.2306974414087,4.70866935191115,4.80627297717061,5.31425194722819,4.88087269700704,4.98964595820289,4.45251983970432,4.90196356800771,5.09882285897472,5.4996020079466,5.33609307106251,5.37208959568253,4.4919651628457,4.27001261023344,4.44080736692495,5.32052338298681
"DBNDD1",4.37466305634276,5.3098083716486,5.60164757549342,5.89332692874003,5.29411824075591,4.35904504868693,5.72302298613197,4.90989656592014,5.43501438713632,5.12061428510651,4.34684568001138,5.04737963692336,5.5554086536095,5.19737346315151,5.2082111642492,5.41274028159986,5.15350679822743,5.29433419527389,5.37208959568253,6.47002040852738,5.8375727681228,5.17225659812276,5.98316974044974
"ALS2",5.95706864207416,6.28365094689577,5.95093917426881,6.01319494957383,6.50669966136351,6.81084778435204,5.585542325139,6.31958384064588,6.13671886028105,6.14079191995347,6.30290663547741,6.14937997996591,6.20943427853837,6.20930358425823,6.23736011500748,6.30999624020693,5.97684663794832,6.50643480274026,6.17396750279623,6.71510299870238,6.28492527743976,5.97697669401075,5.55521056920029
"CASP10",8.02775290360293,8.71431667122859,8.62744554987405,8.31374649663381,8.59331196228044,8.69787722044372,8.40364492567751,8.65315569787477,8.95055188825884,8.70644570728167,8.46445083487426,8.67746905039905,8.38239825883418,8.6977696145543,8.66533087252498,8.92165583436044,8.55184351436088,8.76138432057934,9.09400419230864,8.58687422135679,8.40011174751439,8.99879658016375,8.33228484499849
"CFLAR",10.8456190901218,11.7456554471615,10.670233200366,10.7111244664889,11.2930626064971,11.7666900256757,10.7736645092295,10.3452896393061,10.6937766130115,10.7340505853566,11.2976533992775,10.6495084496406,10.4702145150022,11.7394653579783,11.161842019181,11.4066227869986,11.8025885066293,11.194984519415,11.0102746818623,10.7353684395193,11.0842294891897,10.5458521898384,10.4804528148904
"TFPI",6.12056359109168,4.58939968409504,4.63183620495873,4.32406741476896,4.60577542834027,3.94546313496744,5.72302298613197,4.41259338160648,4.55017182594683,4.46159909837664,4.49545006269159,4.78833929826474,4.77914175569031,4.17827205420414,4.49199029551861,4.20803749359558,4.99562464686107,5.16042672183078,4.38969861734481,4.26731647297368,5.25380430804086,5.17225659812276,4.10852222801045
