IKBKB,CD44,repressor
IKBKB,MMP9,repressor
IKZF1,FGFR4,activator
ILF3,BIRC5,activator
ILF3,HLA-DRA,repressor
ING1,BAX,activator
ING1,CASP3,activator
ING1,CDKN1A,activator
ING1,TP53,activator
ING2,BCL2,repressor
ING4,ANGPT1,repressor
ING4,ARL6IP5,activator
ING4,BAX,activator
ING4,BCL2,repressor
ING4,CASP3,activator
ING4,CDKN1A,activator
ING4,CDKN1B,activator
ING4,CXCL8,repressor
ING4,PTGS2,repressor
ING4,SKP2,repressor
ING4,TP53,activator
IRF1,BCL2,repressor
IRF1,CASP7,activator
IRF1,CCNB1,repressor
IRF1,CD40,activator
IRF1,CDK1,repressor
IRF1,CDK2,repressor
IRF1,CDK4,repressor
IRF1,CDKN1A,repressor
IRF1,CEACAM1,activator
IRF1,CIITA,activator
IRF1,CYBB,activator
IRF1,DST,repressor
IRF1,E2F1,repressor
IRF1,EIF2AK2,activator
IRF1,HLA-A,activator
IRF1,IFIT3,activator
IRF1,IRF2,activator
IRF1,MYB,repressor
IRF1,NCF2,activator
IRF1,PSMB9,activator
IRF1,SOCS1,activator
IRF1,SOCS2,activator
IRF1,TAP1,activator
IRF1,TNFSF10,activator
IRF2,CIITA,activator
IRF2,CXCR4,repressor
IRF2,DST,repressor
IRF2,IFNGR1,repressor
IRF2,TAP1,activator
IRF3,MAVS,activator
IRF3,PURA,repressor
IRF3,SOCS2,activator
IRF4,BCL6,repressor
IRF4,FCER2,activator
IRF4,IRF3,repressor
IRF5,PDLIM7,repressor
IRF7,ATF4,activator
IRF8,CYBB,activator
IRF8,IL1B,activator
IRF8,NCF2,activator
IRF8,NF1,activator
IRF9,CCND2,repressor
IRF9,CDKN1A,activator
IRF9,CDKN1B,activator
IRF9,NCAM1,activator
IRF9,PML,activator
IRF9,SP100,activator
JDP2,ATF3,repressor
JDP2,DDIT3,repressor
JUN,ATF3,activator
JUN,BECN1,activator
JUN,BRCA1,activator
JUN,CD82,activator
JUN,CDKN1A,repressor
JUN,CREM,activator
JUN,CSF1,activator
JUN,CTSL,activator
JUN,CXCL8,activator
JUN,DDIT3,activator
JUN,ETS1,activator
JUN,EZR,activator
JUN,FAS,activator
JUN,FOSL1,activator
JUN,JUN,activator
JUN,LDHA,activator
JUN,LGALS3,activator
JUN,MAPK8,activator
JUN,MAT2A,activator
JUN,MEF2D,activator
JUN,MMP9,activator
JUN,MMP9,repressor
JUN,MYC,repressor
JUN,NAMPT,activator
JUN,PLAUR,activator
JUN,PPARD,activator
JUN,PTGS2,activator
JUN,RARA,repressor
JUN,RARG,repressor
JUN,RHOB,activator
JUN,SMAD7,activator
JUN,SPI1,activator
JUN,STMN1,activator
JUN,TNF,activator
JUN,TNFRSF1B,activator
JUN,TP53,repressor
JUN,VDR,activator
JUN,VEGFA,repressor
JUNB,CD82,activator
JUNB,PTGS2,activator
JUND,BCL6,activator
JUND,BCL6,repressor
JUND,FOSL1,activator
JUND,GADD45A,activator
JUND,ITGAV,repressor
JUND,ITGB3,repressor
JUND,MDM2,activator
JUND,MDM2,repressor
JUND,MYB,activator
JUND,MYB,repressor
JUND,PTGS2,activator
JUND,SOX4,activator
KAT2B,CDK2,repressor
KAT2B,CDKN1A,activator
KAT2B,CDKN1B,activator
KAT2B,IRF7,repressor
KAT2B,RB1,activator
KAT2B,SMAD4,activator
KAT2B,ZEB1,repressor
KAT5,ERCC1,activator
KAT5,GMPS,repressor
KAT5,HDC,repressor
KAT5,STAT3,repressor
KDM4C,JAG1,activator
KHDRBS1,IGF2,activator
KLF10,CDKN1A,activator
KLF10,PTGS1,activator
KLF10,STMN1,repressor
KLF13,LDLR,repressor
KLF16,CDKN1A,repressor
KLF2,CCR5,activator
KLF2,CDKN1A,activator
KLF2,CXCR4,repressor
KLF2,THBD,activator
KLF2,WEE1,repressor
KLF4,ATF3,activator
KLF4,BIRC5,repressor
KLF4,CCNB1,repressor
KLF4,CD14,activator
KLF4,CDH1,activator
KLF4,CDKN1A,activator
KLF4,CDKN1A,repressor
KLF4,CDKN1B,activator
KLF4,CDKN1C,activator
KLF4,GDF15,repressor
KLF4,HBA1,activator
KLF4,HDC,repressor
KLF4,HSPA8,activator
KLF4,IFITM3,repressor
KLF4,IL1B,repressor
KLF4,LXN,repressor
KLF4,ODC1,repressor
KLF4,PFKP,activator
KLF4,RARA,repressor
KLF4,SOD1,repressor
KLF4,THBD,activator
KLF4,TP53,activator
KLF4,TP53,repressor
KLF4,VDR,repressor
KLF5,BIRC5,activator
KLF5,CCNB1,activator
KLF5,CXCR4,activator
KLF5,FASN,activator
KLF5,HIF1A,activator
KLF5,ITGB2,activator
KLF5,MMP9,activator
KLF5,NOTCH1,activator
KLF6,ATF3,activator
KLF6,CDKN1A,activator
KLF6,CERS2,activator
KLF6,DAPK2,activator
KLF6,MMP9,repressor
KLF6,PMAIP1,activator
KLF6,PTTG1,repressor
KLF9,PDCD5,activator
KLF9,PMAIP1,repressor
LDB1,TCF3,repressor
LIMD1,HIF1A,repressor
LMO2,CDH1,repressor
LMO2,GYPA,repressor
LMO2,NFATC1,activator
LMO2,ZEB1,repressor
LMO4,BRCA1,repressor
LMO4,DLG4,repressor
LRRFIP1,TNF,repressor
LYL1,NFKB1,repressor
MAF,ITGB7,activator
MAFA,PC,activator
MAML1,EGR1,activator
MAML1,TNFRSF12A,repressor
MAX,ODC1,activator
MAZ,TSG101,activator
MBD1,ALOX5,repressor
MBD1,IRF8,repressor
MBD1,SETDB1,repressor
MBD2,GSTP1,repressor
MDM2,DNMT3A,activator
MECP2,RELN,repressor
MED1,AURKA,activator
MEF2A,JUN,activator
MEF2A,MAPK14,activator
MEF2A,MAPK7,activator
MEF2A,NRF1,activator
MEF2A,SLC2A4,activator
MEF2C,JUN,activator
MEF2C,JUN,repressor
MEF2C,MAPK7,activator
MEF2C,NR4A1,repressor
MEF2D,ATF3,activator
MEF2D,CD14,activator
MEF2D,JUN,activator
MEN1,CASP8,activator
MEN1,CDKN1B,activator
MEN1,CDKN2C,repressor
MEN1,JUND,repressor
MLLT10,BAX,repressor
MLLT10,CDKN1A,repressor
MLLT10,MDM2,repressor
MLLT3,BAX,repressor
MLLT3,CDKN1A,repressor
MLLT3,MDM2,repressor
MTA1,BCAS3,activator
MTA1,BCL2L1,activator
MTA1,CDH1,repressor
